item_id,annotator_pair,model,dataset,prompt_type,config_n,config_k,run_id,query_index_within_episode,condition,model_short,stratum,ann1_TG,ann2_TG,mean_TG,ann1_HF,ann2_HF,mean_HF,ann1_CC,ann2_CC,mean_CC,ann1_CP,ann2_CP,mean_CP,ann1_Cn,ann2_Cn,mean_Cn,ann1_S,ann2_S,mean_S,ann1_LD,ann2_LD,mean_LD,ann1_IF,ann2_IF,mean_IF,ann1_LC,ann2_LC,mean_LC,textual_groundedness,hallucination_free,concept_counting,comprehensibility,conciseness,specificity,discriminativeness,instruction_following,logical_coherence
150,carmen_nico,google/gemini-2.5-flash,dtd,axioms_ontology_v2,3,5,3,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_dtd,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,4,3.5,5,5,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0
151,carmen_nico,google/gemini-2.5-flash,flowers,axioms_ontology_v2,3,5,2,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_flowers,4,4,4.0,5,5,5.0,3,5,4.0,2,5,3.5,2,5,3.5,2,5,3.5,3,5,4.0,2,3,2.5,5,5,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0
152,carmen_nico,google/gemini-2.5-flash,flowers,axioms_ontology_v2,3,1,2,0,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_flowers,4,4,4.0,5,5,5.0,3,5,4.0,5,4,4.5,3,5,4.0,2,5,3.5,2,5,3.5,4,4,4.0,5,4,4.5,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0
153,carmen_nico,google/gemini-2.5-flash,flowers,axioms_ontology_v2,3,5,3,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_flowers,5,5,5.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,2,5,3.5,3,5,4.0,5,4,4.5,5,5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0
154,carmen_nico,google/gemini-2.5-flash,pets,axioms_ontology_v2,4,5,0,0,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_pets,3,3,3.0,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,3,5,4.0,3,5,4.0,5,4,4.5,5,5,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
155,carmen_nico,google/gemini-2.5-flash,pets,axioms_ontology_v2,4,5,2,3,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_pets,4,4,4.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,3,5,4.0,3,5,4.0,5,5,5.0,5,5,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0
156,carmen_nico,google/gemini-2.5-flash,pets,axioms_ontology_v2,4,1,1,2,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_pets,3,3,3.0,5,4,4.5,4,5,4.5,5,5,5.0,5,5,5.0,2,3,2.5,2,2,2.0,5,3,4.0,5,2,3.5,2.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0
157,carmen_nico,google/gemma-4-26b-a4b-it,cifar10,axioms_ontology_v2,4,1,0,3,E5,Gemma-4-26B,E5_Gemma-4-26B_cifar10,3,3,3.0,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,3,3,3.0,2,2,2.0,5,3,4.0,5,2,3.5,3.0,5.0,1.0,4.0,5.0,3.0,2.0,2.0,2.0
158,carmen_nico,google/gemma-4-26b-a4b-it,cifar10,axioms_ontology_v2,2,5,3,1,E5,Gemma-4-26B,E5_Gemma-4-26B_cifar10,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,3,3.0,5,5,5.0,2,3,2.5,5,4,4.5,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0
159,carmen_nico,google/gemma-4-26b-a4b-it,cifar10,axioms_ontology_v2,4,1,1,1,E5,Gemma-4-26B,E5_Gemma-4-26B_cifar10,4,4,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,4,3.5,5,5,5.0,5,5,5.0,4,5,4.5,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
160,carmen_nico,google/gemma-4-26b-a4b-it,dtd,axioms_ontology_v2,4,1,2,0,E5,Gemma-4-26B,E5_Gemma-4-26B_dtd,4,4,4.0,3,3,3.0,5,5,5.0,5,5,5.0,5,5,5.0,2,5,3.5,3,5,4.0,5,3,4.0,4,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0
161,carmen_nico,google/gemma-4-26b-a4b-it,dtd,axioms_ontology_v2,2,5,1,0,E5,Gemma-4-26B,E5_Gemma-4-26B_dtd,2,3,2.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,2,5,3.5,4,4,4.0,5,4,4.5,4,3,3.5,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0
162,carmen_nico,google/gemma-4-26b-a4b-it,dtd,axioms_ontology_v2,4,1,1,1,E5,Gemma-4-26B,E5_Gemma-4-26B_dtd,3,4,3.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,2,4,3.0,5,5,5.0,2,2,2.0,5,5,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
163,carmen_nico,google/gemma-4-26b-a4b-it,flowers,axioms_ontology_v2,3,1,1,2,E5,Gemma-4-26B,E5_Gemma-4-26B_flowers,4,3,3.5,5,4,4.5,4,5,4.5,5,4,4.5,5,5,5.0,1,3,2.0,1,3,2.0,5,4,4.5,5,3,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
164,carmen_nico,google/gemma-4-26b-a4b-it,flowers,axioms_ontology_v2,4,1,0,1,E5,Gemma-4-26B,E5_Gemma-4-26B_flowers,4,4,4.0,5,5,5.0,4,5,4.5,5,4,4.5,5,5,5.0,4,4,4.0,4,5,4.5,5,4,4.5,5,4,4.5,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0
165,carmen_nico,google/gemma-4-26b-a4b-it,flowers,axioms_ontology_v2,3,5,3,2,E5,Gemma-4-26B,E5_Gemma-4-26B_flowers,3,4,3.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,2,5,3.5,4,5,4.5,4,5,4.5,4,5,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
166,carmen_nico,google/gemma-4-26b-a4b-it,pets,axioms_ontology_v2,2,1,4,1,E5,Gemma-4-26B,E5_Gemma-4-26B_pets,2,4,3.0,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,2,4,3.0,5,5,5.0,5,4,4.5,5,3,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0
167,carmen_nico,google/gemma-4-26b-a4b-it,pets,axioms_ontology_v2,4,1,2,3,E5,Gemma-4-26B,E5_Gemma-4-26B_pets,2,2,2.0,5,5,5.0,3,5,4.0,5,3,4.0,2,3,2.5,2,3,2.5,2,2,2.0,2,3,2.5,2,2,2.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0
168,carmen_nico,google/gemma-4-26b-a4b-it,pets,axioms_ontology_v2,2,1,5,1,E5,Gemma-4-26B,E5_Gemma-4-26B_pets,1,2,1.5,5,5,5.0,3,5,4.0,5,4,4.5,5,5,5.0,2,2,2.0,4,5,4.5,5,3,4.0,3,5,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0
169,carmen_nico,meta-llama/llama-4-scout,cifar10,axioms_ontology_v2,4,1,0,2,E5,Llama-4-Scout,E5_Llama-4-Scout_cifar10,3,2,2.5,1,5,3.0,5,5,5.0,5,3,4.0,5,5,5.0,2,2,2.0,3,2,2.5,5,2,3.5,4,1,2.5,2.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0
170,carmen_nico,meta-llama/llama-4-scout,cifar10,axioms_ontology_v2,2,1,1,1,E5,Llama-4-Scout,E5_Llama-4-Scout_cifar10,1,1,1.0,1,5,3.0,1,5,3.0,1,2,1.5,5,5,5.0,1,1,1.0,1,1,1.0,2,1,1.5,3,2,2.5,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0
171,carmen_nico,meta-llama/llama-4-scout,cifar10,axioms_ontology_v2,2,1,0,0,E5,Llama-4-Scout,E5_Llama-4-Scout_cifar10,3,3,3.0,3,2,2.5,3,5,4.0,5,4,4.5,5,5,5.0,2,5,3.5,4,3,3.5,4,4,4.0,5,3,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
172,carmen_nico,meta-llama/llama-4-scout,dtd,axioms_ontology_v2,3,5,3,2,E5,Llama-4-Scout,E5_Llama-4-Scout_dtd,1,1,1.0,1,5,3.0,1,5,3.0,1,2,1.5,5,5,5.0,1,1,1.0,1,2,1.5,2,1,1.5,1,2,1.5,1.0,5.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0
173,carmen_nico,meta-llama/llama-4-scout,dtd,axioms_ontology_v2,3,5,0,2,E5,Llama-4-Scout,E5_Llama-4-Scout_dtd,3,3,3.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,2,3,2.5,3,4,3.5,5,3,4.0,4,5,4.5,2.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0
174,carmen_nico,meta-llama/llama-4-scout,dtd,axioms_ontology_v2,2,5,1,0,E5,Llama-4-Scout,E5_Llama-4-Scout_dtd,4,3,3.5,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,2,3,2.5,5,5,5.0,5,3,4.0,5,3,4.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,1.0
175,carmen_nico,meta-llama/llama-4-scout,flowers,axioms_ontology_v2,2,1,5,1,E5,Llama-4-Scout,E5_Llama-4-Scout_flowers,2,3,2.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,1,2,1.5,2,5,3.5,5,4,4.5,5,3,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0
176,carmen_nico,meta-llama/llama-4-scout,flowers,axioms_ontology_v2,4,1,1,2,E5,Llama-4-Scout,E5_Llama-4-Scout_flowers,2,2,2.0,3,5,4.0,2,5,3.5,5,3,4.0,4,5,4.5,1,4,2.5,1,4,2.5,3,3,3.0,4,2,3.0,2.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0
177,carmen_nico,meta-llama/llama-4-scout,flowers,axioms_ontology_v2,3,5,3,1,E5,Llama-4-Scout,E5_Llama-4-Scout_flowers,2,2,2.0,5,5,5.0,2,5,3.5,4,4,4.0,5,5,5.0,2,2,2.0,2,2,2.0,5,2,3.5,5,4,4.5,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0
178,carmen_nico,meta-llama/llama-4-scout,pets,axioms_ontology_v2,3,1,0,0,E5,Llama-4-Scout,E5_Llama-4-Scout_pets,1,1,1.0,1,4,2.5,1,5,3.0,1,3,2.0,5,5,5.0,1,1,1.0,1,1,1.0,2,1,1.5,3,2,2.5,1.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,2.0
179,carmen_nico,meta-llama/llama-4-scout,pets,axioms_ontology_v2,4,5,1,2,E5,Llama-4-Scout,E5_Llama-4-Scout_pets,1,1,1.0,1,5,3.0,1,5,3.0,1,5,3.0,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,5,3.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0
180,carmen_nico,meta-llama/llama-4-scout,pets,axioms_ontology_v2,4,1,2,1,E5,Llama-4-Scout,E5_Llama-4-Scout_pets,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,2,2,2.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0
181,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,axioms_ontology_v2,4,1,0,1,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_cifar10,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,2,1.5,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0
182,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,axioms_ontology_v2,3,5,3,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_cifar10,1,1,1.0,1,5,3.0,1,5,3.0,1,5,3.0,5,5,5.0,1,1,1.0,1,1,1.0,2,1,1.5,1,4,2.5,1.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0
183,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,axioms_ontology_v2,2,1,3,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_cifar10,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,1,1.0,2,1,1.5,1,5,3.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0
184,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,axioms_ontology_v2,2,5,0,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_dtd,1,1,1.0,1,5,3.0,1,5,3.0,1,3,2.0,5,5,5.0,1,2,1.5,1,1,1.0,2,1,1.5,1,5,3.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0
185,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,axioms_ontology_v2,3,1,1,2,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_dtd,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,1,1.0,2,1,1.5,1,2,1.5,1.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0
186,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,axioms_ontology_v2,3,1,1,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_dtd,1,1,1.0,1,5,3.0,1,5,3.0,1,3,2.0,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,2,1.5,1.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0
187,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,axioms_ontology_v2,4,1,1,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_flowers,1,1,1.0,1,5,3.0,1,5,3.0,1,3,2.0,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,2,1.5,1.0,5.0,5.0,3.0,5.0,1.0,2.0,3.0,2.0
188,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,axioms_ontology_v2,3,1,2,1,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_flowers,1,1,1.0,1,5,3.0,1,1,1.0,1,2,1.5,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,5,3.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0
189,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,axioms_ontology_v2,4,5,2,1,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_flowers,1,1,1.0,1,3,2.0,1,5,3.0,1,3,2.0,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,1,5,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,5.0
190,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,axioms_ontology_v2,4,1,2,1,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_pets,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,2,1.5,2,1,1.5,4,5,4.5,1.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,5.0
191,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,axioms_ontology_v2,4,1,0,2,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_pets,1,1,1.0,1,5,3.0,1,5,3.0,1,2,1.5,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,3,5,4.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0
192,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,axioms_ontology_v2,2,1,0,0,E5,Qwen3-VL-8B,E5_Qwen3-VL-8B_pets,1,1,1.0,1,5,3.0,1,5,3.0,1,4,2.5,5,5,5.0,1,1,1.0,1,1,1.0,2,2,2.0,3,2,2.5,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0
